cntry,c2weight,gndr,eisced,netusoft,mnactic,hincfel,w4q50
AT,2.3594236,1,3,5,6,1,3
AT,0.64719534,2,6,5,1,2,2
AT,0.43431893,1,5,5,1,1,3
AT,3.221599,1,3,4,1,1,3
AT,3.5392592,2,2,5,6,1,3
AT,0.4109379,2,6,5,8,2,2
AT,0.15726998,2,7,5,1,2,2
AT,1.3033638,2,4,5,2,3,2
AT,0.3790756,1,7,5,6,1,3
AT,0.36314145,1,5,4,1,1,3
AT,1.7129452,1,3,5,6,2,2
AT,0.9650992,2,4,5,1,2,4
AT,0.6949101,2,5,5,1,1,2
AT,0.50983644,1,3,2,6,2,4
AT,0.8262225,1,NA,5,1,2,2
AT,0.72975636,2,3,5,8,2,3
AT,1.7498367,1,7,5,1,1,2
AT,0.31095678,2,5,5,1,1,3
AT,0.71037346,2,3,5,2,1,2
AT,1.0807527,1,3,3,6,2,3
AT,1.0810356,1,3,4,1,2,3
AT,0.32729596,2,7,5,1,1,3
AT,1.7206339,1,3,5,NA,3,3
AT,0.44499606,2,3,5,1,3,2
AT,0.9117254,2,5,5,1,2,2
AT,2.3210714,1,4,5,2,1,2
AT,0.80393106,1,4,5,1,1,3
AT,3.3445206,1,7,5,1,2,1
AT,1.243293,1,7,5,1,2,2
AT,0.21322554,2,5,5,1,1,3
AT,0.7799433,2,6,5,1,1,2
AT,0.84088844,1,3,5,1,1,3
AT,0.28743848,2,5,5,1,1,2
AT,0.394645,1,7,5,1,1,4
AT,0.49037343,2,3,3,6,3,3
AT,0.67640376,2,4,5,1,1,2
AT,0.30262727,2,5,5,1,1,4
AT,0.3228321,2,5,1,6,2,2
AT,0.9638492,1,3,5,1,2,3
AT,0.6341213,1,4,5,2,2,2
AT,0.35418728,1,3,5,1,1,3
AT,0.5316237,2,5,5,1,1,3
AT,0.2923319,2,6,5,1,1,2
AT,2.4967275,2,3,5,9,2,2
AT,2.4424365,2,3,5,1,1,3
AT,0.70026284,1,7,5,6,2,3
AT,2.4837956,1,7,5,6,1,3
AT,1.9984834,2,2,3,6,1,4
AT,0.38852662,1,3,3,6,1,3
AT,1.7255194,1,6,5,1,3,2
AT,0.4014929,2,4,5,2,2,2
AT,2.0159955,2,3,5,8,2,4
AT,2.2968657,1,5,5,1,1,3
AT,1.2646235,2,4,4,1,2,2
AT,0.3005798,2,4,5,6,1,3
AT,0.44554222,1,3,4,1,2,4
AT,0.19776925,1,7,4,6,1,3
AT,2.0602229,1,5,5,2,1,3
AT,1.5417075,1,7,5,1,2,2
AT,0.963135,1,7,5,1,1,3
AT,0.39839965,1,5,3,6,1,3
AT,0.5734763,2,7,4,8,2,3
AT,0.65257585,2,5,5,8,2,3
AT,1.6481332,2,3,5,1,3,1
AT,0.38457876,1,5,5,1,1,2
AT,0.42247277,2,7,4,6,1,4
AT,0.9977863,1,5,5,6,2,2
AT,2.9372416,1,3,2,4,2,3
AT,0.22121489,1,5,3,1,2,2
AT,0.99123216,1,3,2,1,3,1
AT,1.3688952,1,7,5,1,2,3
AT,0.74209195,1,5,5,1,2,3
AT,0.4420875,1,5,5,1,2,3
AT,0.32799882,1,5,5,1,1,3
AT,1.0780146,2,5,4,1,1,3
AT,0.61601937,2,5,5,1,1,2
AT,0.14523241,2,5,5,2,2,2
AT,0.78058356,2,4,5,1,3,4
AT,0.3724081,1,5,5,9,2,3
AT,0.6595825,2,7,5,1,2,2
AT,0.97339976,2,6,5,1,1,3
AT,0.6839772,1,5,2,6,2,2
AT,1.7209746,1,5,5,6,2,4
AT,1.0312166,1,3,5,6,1,4
AT,0.24188046,2,7,5,2,2,4
AT,0.32584533,2,7,5,6,1,3
AT,1.1565279,1,7,5,1,1,2
AT,0.78707856,2,7,5,1,1,4
AT,0.91455054,2,7,5,1,1,4
AT,0.41453734,1,5,5,1,1,3
AT,0.37239876,1,5,5,1,2,3
AT,0.6400703,1,5,5,1,2,3
AT,0.740345,1,5,4,1,1,3
AT,2.4625297,1,7,5,1,1,3
AT,2.4905221,1,3,5,6,2,3
AT,0.5541461,1,7,5,8,1,3
AT,0.28417277,2,7,5,1,1,3
AT,2.4306493,2,4,5,2,2,3
AT,1.1027106,1,6,5,1,2,3
AT,0.41307327,1,5,5,1,1,3
AT,0.7191954,1,5,5,1,2,2
AT,4.2214303,2,2,5,6,1,3
AT,1.3681237,1,5,4,6,2,2
AT,0.5317112,2,4,5,6,4,2
AT,0.44848266,2,7,5,8,1,3
AT,0.9105122,2,7,5,1,1,3
AT,0.95627135,NA,5,3,9,1,3
AT,0.9564475,1,4,5,1,1,4
AT,0.78943294,2,6,5,1,2,3
AT,0.8056697,1,3,4,6,1,2
AT,0.6593187,2,6,5,2,3,1
AT,0.36518878,2,3,5,1,1,2
AT,1.0118964,2,6,5,1,1,2
AT,0.24998978,2,5,5,1,2,2
AT,0.44354826,1,3,5,1,3,2
AT,0.49414003,2,4,5,6,1,2
AT,0.5933751,2,3,5,1,2,3
AT,1.3124384,1,5,5,1,2,3
AT,0.91357803,1,5,5,1,2,3
AT,3.4856386,2,1,5,6,3,3
AT,0.490691,2,4,5,6,2,3
AT,1.774596,2,7,5,8,2,3
AT,0.50752723,2,7,5,1,1,2
AT,3.2129366,1,5,5,2,3,2
AT,1.1059799,2,6,5,1,1,3
AT,0.8201279,1,3,5,1,1,4
AT,1.2339181,1,3,5,8,4,2
AT,0.55083656,2,3,5,6,1,3
AT,0.59115314,1,6,5,1,1,3
AT,0.27413598,1,7,5,6,1,4
AT,0.17656331,2,3,5,8,3,4
AT,2.6843204,2,3,5,6,1,3
AT,1.0808984,2,6,5,1,2,2
AT,1.0564822,1,5,5,1,2,2
AT,0.27020016,1,3,3,6,2,3
AT,2.45915,2,5,5,1,1,3
AT,1.0168676,1,7,5,6,1,2
AT,0.2821689,1,7,5,1,1,4
AT,0.47458196,2,3,5,8,1,3
AT,0.54953736,2,5,5,1,1,2
AT,0.52772725,1,3,4,1,2,2
AT,1.3606325,2,7,5,8,1,2
AT,0.9290025,1,6,5,2,1,3
AT,0.34933296,1,3,5,1,2,3
AT,0.34159192,2,5,5,1,1,2
AT,0.92006713,1,3,5,1,1,2
AT,1.9247156,2,3,4,6,2,3
AT,0.5576151,1,7,5,1,2,3
AT,0.9548903,1,5,5,1,2,4
AT,0.7361366,2,7,5,1,2,2
AT,1.2212859,1,3,4,1,2,3
AT,0.7178705,2,3,4,1,1,2
AT,0.65369344,1,5,5,1,3,2
AT,4.0375686,1,5,5,2,4,4
AT,0.62771386,2,5,4,8,1,2
AT,0.47178805,1,3,5,3,2,2
AT,2.2045362,1,3,4,6,2,3
AT,0.55136114,1,7,5,1,1,4
AT,0.39629483,1,5,5,1,1,3
AT,0.87484425,1,3,5,1,1,3
AT,0.77256787,1,3,5,1,2,3
AT,0.9971587,2,7,5,1,1,2
AT,1.3028791,2,3,4,8,1,2
AT,1.1239903,1,5,5,2,1,2
AT,0.76965076,1,5,4,6,2,4
AT,4.4115024,1,2,5,2,1,2
AT,0.6765832,2,3,5,1,2,3
AT,0.50134957,1,3,5,1,2,3
AT,0.19682765,1,5,5,6,2,3
AT,0.77496064,1,4,5,1,1,3
AT,1.284589,1,3,5,1,1,4
AT,0.96347976,2,4,5,2,2,3
AT,1.0554506,1,5,5,1,1,3
AT,0.15949668,2,7,5,1,1,3
AT,0.24887079,2,3,5,6,2,3
AT,0.2935233,2,7,5,1,1,2
AT,1.5139494,1,5,4,1,1,3
AT,0.5244006,1,3,5,6,1,3
AT,0.5617381,1,7,5,1,2,3
AT,0.94410944,2,3,5,1,3,2
AT,1.5992861,2,3,5,1,2,3
AT,3.2306368,2,5,3,1,1,2
AT,0.29446217,1,6,5,1,1,3
AT,0.48544303,2,7,5,1,3,4
AT,0.68327004,2,5,5,1,2,3
AT,0.59221244,2,7,5,8,2,2
AT,1.0953803,2,3,5,1,2,2
AT,1.7996095,2,7,5,1,2,1
AT,1.0448958,1,2,2,6,2,2
AT,0.48492345,1,3,4,1,1,4
AT,1.5194255,2,7,5,1,1,3
AT,1.0647874,1,3,3,1,2,3
AT,0.25740632,2,6,5,1,2,2
AT,6.515565,1,2,5,1,1,3
AT,0.541951,2,3,5,8,1,3
AT,0.8160211,1,5,5,1,1,3
AT,0.24726303,2,7,5,1,1,4
AT,0.9514629,2,7,5,8,1,2
AT,0.5112228,2,3,5,6,2,2
AT,0.46019694,2,4,5,2,1,4
AT,0.31005186,2,5,5,6,1,3
AT,1.5163041,1,7,5,1,1,4
AT,0.55865914,2,5,5,1,2,2
AT,0.41771147,2,5,5,1,1,3
AT,0.41078386,2,5,4,6,1,3
AT,3.3238983,1,3,5,9,4,3
AT,1.0396158,1,6,5,1,1,3
AT,0.721596,1,7,5,6,1,2
AT,0.32399127,1,7,5,6,1,3
AT,1.0468026,1,5,5,6,2,3
AT,0.7634696,1,5,5,6,1,3
AT,0.532332,2,5,5,2,1,1
AT,0.89050484,1,3,5,1,3,2
AT,1.2016176,2,4,5,1,2,2
AT,1.5477489,2,7,5,1,1,3
AT,0.120250404,2,6,5,6,1,3
AT,1.1172633,1,NA,4,5,2,2
AT,1.505567,2,5,4,6,NA,3
AT,0.36912298,2,6,5,1,2,3
AT,0.20178568,1,7,5,1,1,3
AT,0.6144291,2,3,5,6,2,3
AT,0.47684562,2,7,4,1,1,3
AT,0.30365208,1,5,5,1,1,4
AT,0.70917046,2,7,5,6,1,2
AT,0.5113925,2,5,5,1,1,3
AT,1.112096,1,3,4,1,2,4
AT,1.1740009,2,5,5,1,1,2
AT,0.26481375,1,7,5,1,2,3
AT,1.0236733,2,7,5,6,2,3
AT,2.6625319,2,2,5,1,1,2
AT,0.7577854,1,4,5,1,2,3
AT,0.24652319,2,7,5,1,1,2
AT,0.5384367,2,5,5,1,1,1
AT,0.382983,1,6,3,6,2,3
AT,3.8782704,2,2,5,8,1,2
AT,0.1316658,2,7,5,3,4,3
AT,0.5422279,2,4,5,1,1,3
AT,0.37939873,1,7,5,1,1,3
AT,0.26271704,1,7,5,1,1,3
AT,1.3989059,2,5,4,1,1,3
AT,1.332372,1,7,5,1,1,2
AT,0.3982019,1,5,5,6,1,4
AT,0.35035792,1,3,4,1,2,2
AT,0.97339976,2,6,5,1,1,3
AT,0.46800992,1,4,3,6,1,1
AT,1.1088483,1,4,5,2,1,3
AT,0.584595,2,5,5,6,2,3
AT,0.38943014,1,3,5,6,2,4
AT,0.2769762,2,6,5,1,2,3
AT,1.6238667,1,3,5,1,2,2
AT,0.6430181,2,5,5,1,2,2
AT,0.45356086,2,7,5,1,1,4
AT,0.6911684,1,5,5,1,1,2
AT,1.3863927,2,5,4,8,1,3
AT,0.7668206,1,6,5,6,2,3
AT,0.8543657,1,3,5,1,2,3
AT,0.48534045,1,7,3,6,1,1
AT,1.953871,2,5,5,6,1,3
AT,4.7405605,2,2,5,8,1,3
AT,0.24270476,2,5,4,1,1,3
AT,0.57234824,1,7,5,1,1,4
AT,0.81381935,2,7,5,6,1,3
AT,0.23667799,2,5,5,1,1,2
AT,0.3431772,2,6,5,1,2,4
AT,0.27090323,2,7,5,1,3,3
AT,1.0608011,1,3,5,4,1,3
AT,1.1916404,2,7,5,1,1,2
AT,2.0372963,2,5,5,1,1,3
AT,0.38515383,1,3,5,6,2,2
AT,1.1033373,2,5,5,1,1,2
AT,1.5790538,2,3,5,9,1,2
AT,0.4693429,2,5,4,1,2,3
AT,0.29873532,1,5,5,6,2,4
AT,3.638732,1,5,5,1,1,2
AT,1.3834598,2,5,5,2,2,4
AT,0.908889,1,7,5,1,1,3
AT,0.122430734,1,6,5,4,2,3
AT,0.1353163,2,3,5,1,2,4
AT,0.2166692,2,6,5,1,2,3
AT,1.0861026,2,3,5,1,2,3
AT,0.8474488,1,7,5,6,2,2
AT,1.0561804,1,5,5,1,2,2
AT,0.47922108,1,7,5,1,1,3
AT,0.71350944,1,7,5,1,1,3
AT,0.93178844,2,5,5,1,2,4
AT,4.1743307,1,5,5,1,2,4
AT,0.99847007,1,4,5,1,1,3
AT,1.2320951,2,3,5,1,3,4
AT,0.5432291,1,3,4,6,2,3
AT,1.3651136,1,3,5,6,2,3
AT,0.73916996,2,6,5,1,3,2
AT,0.79858994,2,6,5,1,1,1
AT,1.1360055,1,3,5,1,2,3
AT,0.34244382,1,5,5,1,1,3
AT,4.727003,1,4,5,2,1,3
AT,0.81539816,1,5,5,6,1,3
AT,0.43019038,1,3,5,1,1,3
AT,1.3431683,2,4,5,1,2,1
AT,0.9253832,1,7,4,9,1,3
AT,0.46497592,1,3,5,6,1,3
AT,0.84258956,1,5,5,7,2,3
AT,0.29911134,2,7,5,1,1,3
AT,2.3200212,1,6,5,1,2,3
AT,0.30505198,1,5,5,1,1,2
AT,0.861715,2,7,4,8,3,3
AT,0.6475971,2,5,5,8,1,3
AT,0.37988234,2,6,5,1,1,4
AT,0.7467877,2,6,5,1,2,3
AT,1.1355703,2,7,5,1,3,3
AT,0.33321807,2,7,5,1,1,3
AT,1.2375958,1,7,5,1,1,2
AT,2.792277,2,3,4,6,3,1
AT,1.3030329,2,3,4,6,2,3
AT,0.7688832,2,5,5,NA,3,4
AT,0.3150188,1,5,5,1,1,3
AT,0.99847007,1,4,5,1,1,2
AT,1.7647678,1,4,5,1,1,3
AT,0.27599138,1,5,5,1,1,3
AT,0.6087001,2,NA,5,1,3,2
AT,0.2911954,1,5,5,1,2,3
AT,0.29207328,2,5,5,1,2,2
AT,0.5397528,2,5,5,1,2,2
AT,1.4338866,2,6,5,1,2,3
AT,0.9143912,1,6,5,1,1,3
AT,1.2686626,1,7,5,1,1,3
AT,0.5054909,2,3,5,6,1,4
AT,0.788998,2,7,5,1,1,2
AT,0.7518583,1,3,4,6,2,3
AT,0.24572851,2,6,5,1,1,3
AT,0.25228602,1,3,5,1,2,3
AT,0.6533511,1,7,4,1,1,3
AT,0.35997677,2,7,5,8,1,3
AT,0.6904627,1,3,3,1,2,3
AT,0.69259846,1,5,5,1,2,2
AT,0.30820224,1,6,5,1,1,4
AT,0.4521308,1,3,5,1,1,4
AT,0.97725534,1,6,5,1,2,3
AT,0.14108123,1,5,5,1,2,2
AT,1.0078441,1,7,5,1,1,2
AT,1.2958472,1,NA,5,9,2,4
AT,1.1918924,1,7,5,6,2,2
AT,1.2206076,1,3,5,1,2,2
AT,1.2535642,1,5,5,1,1,3
AT,0.84917593,1,3,5,6,2,3
AT,0.34003344,1,4,5,1,2,4
AT,1.1593555,1,3,3,6,1,2
AT,0.6658726,2,3,5,1,3,2
AT,0.27418616,2,7,4,6,2,3
AT,2.7124264,2,3,5,3,4,1
AT,0.48972479,1,3,5,1,2,4
AT,1.5159769,1,5,5,6,2,3
AT,0.21023253,2,5,5,9,2,3
AT,0.34300297,1,3,4,NA,NA,2
AT,0.39462236,1,7,5,6,1,3
AT,0.5467485,1,3,5,1,1,3
AT,0.4683049,2,4,5,8,2,4
AT,0.4471642,2,6,5,2,1,3
AT,0.31003794,2,3,5,3,3,4
AT,0.36981195,2,7,5,1,2,2
AT,0.62958264,2,5,5,2,2,2
AT,1.0356619,2,4,5,9,1,3
AT,0.29266334,1,5,5,1,1,3
AT,0.18606263,1,3,5,6,2,2
AT,2.51539,2,3,5,8,1,4
AT,1.8449696,1,5,4,1,2,3
AT,0.20273353,2,5,5,8,1,3
AT,0.6775404,2,6,5,1,2,2
AT,6.0786076,1,2,5,6,1,3
AT,0.4209123,1,3,5,1,1,3
AT,0.5823908,1,5,5,2,2,3
AT,2.0215816,1,5,5,6,1,2
AT,0.9997729,2,3,5,6,1,3
AT,0.3137368,2,5,5,8,2,2
AT,2.2282662,2,7,5,1,1,3
AT,1.1294525,2,3,2,6,3,1
AT,0.16333663,1,7,5,1,1,4
AT,1.7236017,2,5,4,8,1,2
AT,0.26709113,2,7,5,1,1,2
AT,0.62318045,1,7,5,1,2,2
AT,1.6362315,2,7,5,1,1,4
AT,4.1748204,1,3,5,1,2,2
AT,0.37903285,2,4,4,6,2,2
AT,0.55052793,2,3,5,8,3,3
AT,0.5907906,1,3,2,6,2,2
AT,0.73542696,2,6,5,1,2,3
AT,2.3457768,2,6,5,2,1,3
AT,0.55350924,1,3,4,6,2,2
AT,1.7305319,1,3,5,1,1,4
AT,1.7206074,2,2,4,1,2,4
AT,1.9061552,2,7,5,1,1,4
AT,0.43805143,2,5,5,1,2,4
AT,1.788082,1,7,5,1,1,3
AT,1.0780699,2,3,5,9,1,3
AT,0.45028746,1,3,3,6,2,3
AT,0.42685506,1,7,2,6,2,3
AT,0.4700383,1,4,4,9,2,2
AT,0.1628977,2,7,5,1,1,3
AT,5.997439,1,2,5,5,2,3
AT,0.87276995,1,5,5,1,1,2
AT,2.9740937,2,5,5,1,1,2
AT,1.283679,2,3,3,6,1,4
AT,0.60724515,2,3,5,1,2,3
AT,0.6889061,1,4,5,6,3,2
AT,1.1104511,1,7,5,1,1,3
AT,0.25770554,2,5,5,1,2,2
AT,1.0679994,2,5,5,9,2,2
AT,0.6754811,2,3,5,1,1,3
AT,0.34584183,1,7,5,1,1,3
AT,0.7495067,2,4,5,2,2,2
AT,0.5985098,2,3,5,1,1,3
AT,0.7535974,2,5,5,1,1,3
AT,0.9567762,1,4,5,1,2,3
AT,0.7839189,2,6,5,1,2,1
AT,0.81297904,1,5,2,6,2,3
AT,0.6441508,2,6,5,1,1,4
AT,0.406232,1,5,5,1,1,3
AT,0.7802489,1,5,3,6,2,3
AT,1.6155089,2,6,5,1,2,3
AT,0.74418473,2,5,5,1,3,2
AT,0.7600859,2,4,5,NA,1,3
AT,1.3405213,2,3,5,1,1,3
AT,0.28901166,1,5,2,6,NA,3
AT,0.33987355,2,3,5,2,3,3
AT,0.8260864,1,7,4,6,1,3
AT,0.44990385,2,3,5,6,3,3
AT,2.006724,2,6,5,2,2,2
AT,1.0385666,2,6,5,1,1,2
AT,0.71330494,2,6,5,1,1,4
AT,3.8702855,1,3,5,8,2,2
AT,0.96276635,2,3,5,1,2,2
AT,0.50887746,1,3,5,3,3,4
AT,2.091831,1,4,5,2,2,3
AT,0.80485976,1,7,4,6,1,3
AT,0.33103165,2,6,5,9,1,2
AT,0.8575631,1,5,5,1,1,2
AT,3.6266444,2,2,5,2,1,3
AT,1.1722603,2,3,5,1,2,3
AT,1.9087886,1,5,5,1,2,2
AT,1.9114479,2,1,5,1,1,3
AT,0.5436183,2,4,4,8,2,3
AT,0.6534376,2,7,5,8,2,2
AT,0.31756607,2,3,5,1,1,2
AT,0.3829353,2,5,5,1,1,4
AT,0.48731968,2,3,5,1,2,3
AT,0.33764702,1,5,5,1,1,1
AT,0.9060981,1,3,5,6,2,3
AT,1.0893092,1,4,5,9,1,3
AT,0.45683715,2,5,5,1,2,2
AT,1.2627964,1,3,5,6,2,3
AT,0.30555773,2,5,5,8,1,3
AT,1.0811095,1,5,5,1,1,3
AT,0.7612974,2,5,5,8,1,3
AT,0.3166883,2,5,5,1,2,3
AT,1.0663261,1,5,5,1,2,2
AT,0.3654592,1,3,4,6,2,3
AT,0.7907855,1,5,4,6,1,4
AT,1.0632793,1,5,5,1,1,3
AT,0.3891219,2,5,5,1,3,3
AT,0.37018478,2,3,5,9,2,2
AT,0.6920175,1,5,4,1,2,3
AT,0.64487016,1,3,5,6,3,1
AT,0.5565571,2,6,5,6,1,3
AT,2.403731,1,5,5,1,2,3
AT,0.27982154,2,6,5,1,1,3
AT,1.991441,1,3,4,1,2,2
AT,0.6091213,1,7,5,6,1,4
AT,2.1622226,2,6,4,1,2,3
AT,3.7877245,1,4,5,2,1,4
AT,1.0057739,2,7,5,1,2,4
AT,0.51037085,1,3,5,1,1,4
AT,1.3564757,2,5,5,1,2,3
AT,0.5939245,2,4,5,1,1,3
AT,1.6090003,2,6,5,1,1,3
AT,0.5317852,1,3,5,2,3,2
AT,0.8321241,1,3,5,6,1,3
AT,0.3833412,2,5,5,6,2,2
AT,0.34948027,1,5,5,1,1,3
AT,1.165265,1,3,5,1,2,2
AT,0.9857316,1,7,5,1,1,2
AT,1.7189491,2,4,5,2,1,4
AT,0.34358275,1,5,5,1,1,3
AT,0.34892166,1,7,4,1,1,3
AT,5.6679726,1,6,5,2,2,2
AT,2.374288,1,3,5,6,2,2
AT,1.8677784,1,7,5,1,1,3
AT,0.46158853,2,3,5,1,1,2
AT,1.0647088,2,6,4,1,1,3
AT,0.9383076,1,5,5,1,1,2
AT,1.2809745,2,4,5,9,1,2
AT,1.5435833,2,7,5,1,2,3
AT,1.1787,1,3,5,6,2,2
AT,2.641113,1,4,5,2,2,2
AT,0.5538344,1,7,5,6,1,3
AT,0.67987055,1,6,5,1,1,4
AT,0.4577844,1,3,5,1,1,2
AT,0.27645937,1,5,3,8,1,3
AT,1.2374296,1,5,5,6,1,3
AT,0.89758456,1,3,5,1,1,3
AT,0.34519827,2,3,5,1,2,2
AT,1.7231233,1,3,5,6,2,3
AT,0.63987803,1,6,5,5,1,3
AT,0.27187896,1,7,5,1,1,3
AT,0.2936147,1,5,5,1,1,3
AT,0.5364638,1,3,5,6,1,3
AT,0.3959747,2,5,4,6,1,4
AT,0.7027193,2,5,2,8,2,3
AT,0.54330134,2,5,5,1,1,3
AT,0.15075542,2,7,5,1,2,3
AT,0.72616243,2,5,5,2,1,3
AT,0.55111533,2,3,5,1,1,3
AT,0.1379749,2,5,5,1,1,2
AT,0.30566338,2,7,5,8,1,3
AT,1.1015838,1,2,5,6,2,2
AT,1.1709006,1,4,5,6,1,3
AT,0.828549,2,6,5,1,1,3
AT,0.30199608,1,5,5,1,1,2
AT,0.6681183,1,7,5,6,1,2
AT,3.109794,2,2,4,8,1,2
AT,0.47617015,1,3,3,6,3,3
AT,1.2085173,2,3,5,6,1,3
AT,0.8435056,2,5,5,6,1,2
AT,0.52444834,2,3,5,2,1,2
AT,0.55729496,1,5,5,9,1,3
AT,0.25191268,2,6,5,1,1,3
AT,2.0574245,1,5,5,1,1,3
AT,1.3962452,2,7,5,1,1,4
AT,0.39208108,1,3,5,6,1,3
AT,0.60240304,1,7,5,6,1,4
AT,1.3612769,1,5,5,1,1,3
AT,0.49857935,2,7,5,1,2,3
AT,0.45172665,2,5,5,1,1,2
AT,0.5552809,2,7,5,1,2,4
AT,0.3704578,2,3,5,1,2,2
AT,0.537803,2,3,5,6,2,2
AT,2.4894855,1,3,5,1,2,3
AT,0.19757812,2,5,4,1,2,2
AT,0.5587338,1,7,5,1,1,3
AT,1.1023575,2,3,5,1,2,2
AT,0.25868097,2,7,5,2,3,4
AT,0.5074824,2,5,5,8,2,4
AT,3.0478458,2,5,5,1,1,2
AT,1.0511128,1,3,5,6,1,3
AT,1.3499565,1,5,4,9,2,4
AT,0.5933835,2,5,5,8,2,3
AT,0.34174174,1,5,5,1,2,3
AT,0.33544174,2,5,5,1,3,2
AT,0.6494991,2,7,5,6,1,2
AT,2.3263829,2,3,5,1,2,3
AT,0.12257584,2,7,5,1,1,3
AT,0.8232636,1,4,4,1,2,2
AT,1.8489131,1,2,5,1,1,3
AT,0.4426124,2,7,5,9,2,3
AT,2.4731708,1,3,5,1,2,2
AT,0.20380543,2,7,5,6,1,2
AT,0.28335673,2,7,5,1,1,3
AT,0.25910106,1,5,5,1,1,3
AT,0.2520463,2,7,5,1,1,3
AT,0.69832814,1,4,4,1,1,1
AT,0.6247155,1,7,5,6,1,3
AT,0.9888536,2,7,5,1,2,2
AT,0.7894971,2,3,5,6,2,3
AT,0.31405747,2,3,4,1,1,3
AT,0.90130687,1,4,5,8,2,2
AT,2.796522,1,4,5,2,1,2
AT,1.211193,1,7,5,6,1,2
AT,1.1269441,2,7,5,1,1,4
AT,1.7369183,1,1,2,6,2,2
AT,0.45398164,2,5,5,1,1,2
AT,0.47908044,1,5,5,6,1,3
AT,0.56238985,2,3,2,6,2,3
AT,0.9950712,2,5,3,6,1,3
AT,0.5569141,1,7,5,1,1,3
AT,0.4930538,2,3,4,1,1,4
AT,1.7242498,1,4,5,6,1,4
AT,0.815887,1,7,5,1,1,2
AT,0.49161476,2,7,5,1,2,2
AT,0.82652694,1,3,5,1,1,2
AT,1.8035623,2,4,5,8,3,2
AT,1.2364892,1,7,5,9,1,3
AT,0.4244098,2,3,3,6,2,2
AT,0.31317267,2,7,5,1,1,2
AT,2.4412909,1,3,5,1,1,3
AT,0.8017605,1,3,5,1,1,3
AT,1.548294,2,4,5,1,1,3
AT,0.5219006,2,5,5,9,3,1
AT,0.8058795,1,5,5,1,1,3
AT,0.13475792,1,7,5,1,2,3
AT,0.6456288,1,5,5,1,1,3
AT,1.7209746,1,5,5,1,3,4
AT,1.5560473,2,3,5,6,1,3
AT,1.5022708,1,5,5,6,2,2
AT,0.9294408,1,3,5,6,2,2
AT,1.3181087,1,7,4,1,1,3
AT,1.0932246,1,3,5,5,2,1
AT,0.9607996,1,5,5,1,1,2
AT,0.51624626,1,7,5,1,2,3
AT,0.587458,1,6,5,1,2,3
AT,0.7755629,2,6,5,8,1,3
AT,0.23541357,2,7,5,1,1,2
AT,0.5754296,1,7,5,1,1,4
AT,0.40415916,2,5,5,1,1,3
AT,1.9833945,2,7,5,1,1,3
AT,0.7359796,2,3,5,1,2,3
AT,0.6211863,1,3,5,NA,1,4
AT,0.6688949,2,6,4,1,2,4
AT,0.37283787,1,3,5,1,1,3
AT,1.3445004,2,3,2,6,1,2
AT,0.69407386,1,7,5,1,1,2
AT,0.29441923,2,3,2,6,2,2
AT,0.94631976,2,7,5,1,1,3
AT,0.44021842,1,3,5,1,1,4
AT,1.3047907,1,3,5,1,1,3
AT,1.1456834,2,7,5,8,1,3
AT,0.4235761,1,3,4,1,2,3
AT,0.19699967,2,5,5,6,1,3
AT,1.0535012,1,6,5,1,1,2
AT,0.25005352,2,6,5,1,1,3
AT,0.7894096,2,7,5,1,2,2
AT,0.37665218,2,5,5,2,1,4
AT,0.6630323,1,3,5,6,1,4
AT,1.5128608,2,5,4,6,2,3
AT,2.327331,2,5,5,2,2,3
AT,1.4418234,1,7,5,2,2,3
AT,0.38704443,2,5,5,6,1,3
AT,0.8379887,2,5,5,1,1,1
AT,0.55591935,1,7,3,6,1,3
AT,0.20818305,1,4,5,1,1,3
AT,1.1836588,1,3,5,1,2,2
AT,1.3830899,2,7,5,1,1,4
AT,1.7136549,2,6,5,8,2,3
AT,0.37602997,1,7,5,1,1,3
AT,0.226815,1,4,5,1,1,2
AT,2.1404426,2,4,5,9,1,2
AT,0.20857593,1,3,5,1,1,4
AT,0.31466058,1,7,5,1,1,3
AT,0.45431617,1,7,5,1,3,2
AT,4.877671,2,2,5,6,2,3
AT,0.25831595,2,6,5,1,1,3
AT,0.9013118,2,5,5,6,2,2
AT,2.2015371,2,6,5,1,1,3
AT,0.3001322,1,7,5,1,1,3
BE,0.90319943,1,6,5,5,2,4
BE,0.71454936,1,7,5,1,1,3
BE,0.8019466,2,5,5,1,1,3
BE,0.8983607,1,6,5,6,1,3
BE,1.3819866,1,2,5,1,1,4
BE,0.7544449,1,4,5,6,1,4
BE,0.73012936,2,7,5,1,1,3
BE,0.67366314,2,7,5,1,2,3
BE,1.1963192,1,4,5,9,1,3
BE,1.1013645,2,7,5,1,1,3
BE,0.6476425,1,7,5,1,1,3
BE,0.66840017,1,6,5,2,1,2
BE,0.80139464,1,5,5,1,3,3
BE,0.66364276,2,7,5,8,1,3
BE,0.42291840000000003,1,6,4,1,1,3
BE,0.69249845,2,6,5,1,1,3
BE,0.59387785,2,7,5,1,1,4
BE,1.9458647,1,4,5,1,2,3
BE,0.5922878,1,4,5,1,2,2
BE,0.72112375,1,7,5,1,1,3
BE,0.42291840000000003,1,6,4,1,2,3
BE,1.8912078,1,5,5,1,1,4
BE,1.0839413,1,6,4,1,4,2
BE,0.8684002,1,4,4,6,2,4
BE,0.7070813,1,7,5,5,2,2
